Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Building Environmental Peace","","","","","10.1007/978-3-030-72094-0","Natalia Dalmer","2022","http://link.springer.com/book/10.1007/978-3-030-72094-0","Book"
"Research Challenges in Information Science","Lecture Notes in Business Information Processing","","","","10.1007/978-3-031-05760-1","Renata GuizzardiDr. Jolita RalytéProf. Dr. Xavier Franch","2022","http://link.springer.com/book/10.1007/978-3-031-05760-1","Book"
"Research on the Mode of Targeted Poverty Alleviation in China","","","","","10.1007/978-981-19-4488-8","Prof. Chengbin LiuWeiping Tan","2022","http://link.springer.com/book/10.1007/978-981-19-4488-8","Book"
"Enhancing Performance Regimes to Enable Outcome-based Policy Analysis in Cross-boundary Settings","System Dynamics for Performance Management & Governance","","","","10.1007/978-3-031-07074-7","Vincenzo Vignieri","2022","http://link.springer.com/book/10.1007/978-3-031-07074-7","Book"
"The Role of the Community Hub Established with Multiple Communities in Hilly and Mountainous Areas","Farm and Rural Community Management in Less Favored Areas","","","","10.1007/978-981-15-7352-1_11","Nobuyoshi Yasunaga","2020","http://link.springer.com/chapter/10.1007/978-981-15-7352-1_11","Chapter"
"Social Governance Reform in China","General Theory of Social Governance in China","","","","10.1007/978-981-16-5715-3_4","Liqun Wei","2021","http://link.springer.com/chapter/10.1007/978-981-16-5715-3_4","Chapter"
"Information Systems and Design","Communications in Computer and Information Science","","","","10.1007/978-3-030-95494-9","Victor TaratukhinMikhail MatveevProf. Dr. Jörg BeckerYury Kupriyanov","2022","http://link.springer.com/book/10.1007/978-3-030-95494-9","Book"
"Forms of Rights for Members of the Rural Society: From Primary Community to State-Based Community","Official Governance and Self-governance","","","","10.1007/978-981-19-6601-9_12","Qingzhi Zhou","2022","http://link.springer.com/chapter/10.1007/978-981-19-6601-9_12","Chapter"
"Institutional Logics and Practice of the Evolution of Urban–Rural Relationships","Social Development Experiences in China","","","","10.1007/978-981-15-8419-0","Xiaoye ZheDr. Yun Ai","2020","http://link.springer.com/book/10.1007/978-981-15-8419-0","Book"
"Educational Fabulations","Palgrave Studies in Educational Futures","","","","10.1007/978-3-030-93827-7","Diane ConradSean Wiebe","2022","http://link.springer.com/book/10.1007/978-3-030-93827-7","Book"
"Contemporary Logistics in China","Current Chinese Economic Report Series","","","","10.1007/978-981-16-5580-7","Assoc. Prof. Zhilun JiaoDr. Xiaofan WuDr. Bing-lian LiuDr. Shao-ju LeeDr. Zhijuan Chen","2021","http://link.springer.com/book/10.1007/978-981-16-5580-7","Book"
"Algorithmic Mechanism Design for Internet of Things Services Market","","","","","10.1007/978-981-16-7353-5","Yutao JiaoPing WangProf. Dusit Niyato","2022","http://link.springer.com/book/10.1007/978-981-16-7353-5","Book"
"Considerations for a Post-COVID-19 Technology and Innovation Ecosystem in China","Disaster Risk Reduction","","","","10.1007/978-981-16-6959-0","Dr. Jinling HuaBismark Adu GyamfiProf. Rajib Shaw","2022","http://link.springer.com/book/10.1007/978-981-16-6959-0","Book"
"Rural and Gastronomical Tourism in Baltic Countries","Emerging Issues in the Global Economy","","","","10.1007/978-3-319-71876-7_23","Virgil NiculaSimona Spânu","2018","http://link.springer.com/chapter/10.1007/978-3-319-71876-7_23","Chapter"
"Urban growth sustainability of Islamabad, Pakistan, over the last 3 decades: a perspective based on object-based backdating change detection","GeoJournal","","86","5","10.1007/s10708-020-10172-w","Yong LiuShaker ul dinYue Jiang","2021","http://link.springer.com/article/10.1007/s10708-020-10172-w","Article"
"Exploring the role of blockchain technology in value creation: a multiple case study approach","Quality & Quantity","","","","10.1007/s11135-022-01348-2","Alireza AbdollahiFaraz SadeghvaziriAbderahman Rejeb","2022","http://link.springer.com/article/10.1007/s11135-022-01348-2","Article"
"Religious Advocacy and Activism for the Treaty on the Prohibition of Nuclear Weapons","Global Activism and Humanitarian Disarmament","","","","10.1007/978-3-030-27611-9_4","Emily Welty","2020","http://link.springer.com/chapter/10.1007/978-3-030-27611-9_4","Chapter"
"Strategic Planning Experiences in Turkish Municipalities","Strategic Planning in Local Communities","","","","10.1007/978-3-030-03436-8_7","Yüksel Demirkaya","2019","http://link.springer.com/chapter/10.1007/978-3-030-03436-8_7","Chapter"
"Fund a Project: Tokens and Gas Fees","Blockchain and Ethereum Smart Contract Solution Development","","","","10.1007/978-1-4842-8164-2_10","Weijia ZhangTej Anand","2022","http://link.springer.com/chapter/10.1007/978-1-4842-8164-2_10","Chapter"
"Innovative Practices in Management Education in India","Indigenous Indian Management","","","","10.1007/978-3-030-87906-8_15","Sushant Kumar MishraGopal Prasad MahapatraChirag Dagar","2022","http://link.springer.com/chapter/10.1007/978-3-030-87906-8_15","Chapter"
"Holistic Governance: An Explanatory Framework","Urban Governance in Transition","","","","10.1007/978-981-15-7082-7_4","Hongshan Yang","2021","http://link.springer.com/chapter/10.1007/978-981-15-7082-7_4","Chapter"
"Chain Reaction","","","","","10.1007/978-3-030-51784-7","Paul DomjanGavin SerkinBrandon ThomasJohn Toshack","2021","http://link.springer.com/book/10.1007/978-3-030-51784-7","Book"
"Latin American Diasporas in Public Diplomacy","Palgrave Macmillan Series in Global Public Diplomacy","","","","10.1007/978-3-030-74564-6","Vanessa BravoMaria De Moya","2021","http://link.springer.com/book/10.1007/978-3-030-74564-6","Book"
"Real Estate Management in China","The Frontier of Public Administration in China","","","","10.1007/978-981-19-4735-3","Shukui TanWenjie CaiYing Chen","2022","http://link.springer.com/book/10.1007/978-981-19-4735-3","Book"
"ICCCE 2021","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-16-7985-8","Dr. Amit KumarDr. Stefan Mozar","2022","http://link.springer.com/book/10.1007/978-981-16-7985-8","Book"
"Women's Access, Representation and Leadership in the United Nations","Gender and Politics","","","","10.1007/978-3-030-83537-8","Dr. Kirsten Haack","2022","http://link.springer.com/book/10.1007/978-3-030-83537-8","Book"
"Encyclopedia of Wireless Networks","","","","","10.1007/978-3-319-78262-1","Xuemin (Sherman) ShenXiaodong LinKuan Zhang","2020","http://link.springer.com/referencework/10.1007/978-3-319-78262-1","ReferenceWork"
"Smart Education and e-Learning 2021","Smart Innovation, Systems and Technologies","","","","10.1007/978-981-16-2834-4","Dr. Vladimir L. UskovProf. Robert J. HowlettProf. Lakhmi C. Jain","2021","http://link.springer.com/book/10.1007/978-981-16-2834-4","Book"
"e-Infrastructure and e-Services for Developing Countries","Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering","","","","10.1007/978-3-031-06374-9","Yahya H. SheikhIdris A. RaiAbubakar D. Bakar","2022","http://link.springer.com/book/10.1007/978-3-031-06374-9","Book"
"Intelligent Logistics Systems for Smart Cities and Communities","Lecture Notes in Intelligent Transportation and Infrastructure","","","","10.1007/978-3-030-81203-4","Prof. Roman Gumzej","2021","http://link.springer.com/book/10.1007/978-3-030-81203-4","Book"
"Perspectives on Digital Humanism","","","","","10.1007/978-3-030-86144-5","Hannes WerthnerErich PremEdward A. LeeCarlo Ghezzi","2022","http://link.springer.com/book/10.1007/978-3-030-86144-5","Book"
"Blockchain based Internet of Things","Lecture Notes on Data Engineering and Communications Technologies","","","","10.1007/978-981-16-9260-4","Debashis DeDr. Siddhartha BhattacharyyaProf. Dr. Joel J. P. C. Rodrigues","2022","http://link.springer.com/book/10.1007/978-981-16-9260-4","Book"
"Cryptocurrencies: Regulatory Perspectives and Implications for Investors","The Palgrave Handbook of Technological Finance","","","","10.1007/978-3-030-65117-6_7","Julapa JagtianiMichael PapaioannouGeorge TsetsekosErik DolsonDan Milo","2021","http://link.springer.com/chapter/10.1007/978-3-030-65117-6_7","Chapter"
"Digitization: Learnings from Ancient Disruptions, AI and the Digital Trio’s Functional Stage, and AI Superpowers Disrupting Us","AI for the Good","","","","10.1007/978-3-030-66913-3_6","Stefan H. Vieweg","2021","http://link.springer.com/chapter/10.1007/978-3-030-66913-3_6","Chapter"
"Analysis of Rural Transformation Development and Restructuring in China","Land Use Transitions and Rural Restructuring in China","","","","10.1007/978-981-15-4924-3_6","Hualou Long","2020","http://link.springer.com/chapter/10.1007/978-981-15-4924-3_6","Chapter"
"Lives in Peace Research","Evidence-Based Approaches to Peace and Conflict Studies","","","","10.1007/978-981-16-4717-8","Dr. Stein Tønnesson","2022","http://link.springer.com/book/10.1007/978-981-16-4717-8","Book"
"Algorithmic Antitrust","Economic Analysis of Law in European Legal Scholarship","","","","10.1007/978-3-030-85859-9","Aurelien Portuese","2022","http://link.springer.com/book/10.1007/978-3-030-85859-9","Book"
"Advances in VLSI, Communication, and Signal Processing","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-19-2631-0","Amit DhawanR. A. MishraKarm Veer AryaCarlos Ruiz Zamarreño","2022","http://link.springer.com/book/10.1007/978-981-19-2631-0","Book"
"Current Practices in Workplace and Organizational Learning","","","","","10.1007/978-3-030-85060-9","Prof. Bente ElkjaerMaja Marie LotzDr. Niels Christian Mossfeldt Nickelsen","2021","http://link.springer.com/book/10.1007/978-3-030-85060-9","Book"
"Integrated Planning Approach to Climate Resilient and Low-Carbon Smart Cities: Process and Methods","Low-Carbon Smart Cities","","","","10.1007/978-3-319-59618-1_3","Kwi-Gon Kim","2018","http://link.springer.com/chapter/10.1007/978-3-319-59618-1_3","Chapter"
"Case Study Approach in Tackling Environmental, Physical and Social Sustainability in Bangkok","Tropical Constrained Environments and Sustainable Adaptations","","","","10.1007/978-981-33-4631-4_4","Elmira JameiHing-Wah ChauKitapatr Dhabhalabutr","2021","http://link.springer.com/chapter/10.1007/978-981-33-4631-4_4","Chapter"
"A Lifelong Learning Process in Gender, Peace, Environment and Development: Autobiographic Reminiscences and Reflections","Úrsula Oswald Spring: Pioneer on Gender, Peace, Development, Environment, Food and Water","","","","10.1007/978-3-319-94712-9_2","Úrsula Oswald Spring","2019","http://link.springer.com/chapter/10.1007/978-3-319-94712-9_2","Chapter"
"Cross-Cultural Performance Management","","","","","10.1007/978-3-030-91268-0","Mahmoud MoussaThomas DoumaniAdela McMurrayNuttawuth MuenjohnLing Deng","2022","http://link.springer.com/book/10.1007/978-3-030-91268-0","Book"
"Intelligent Computing","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-10467-1","Prof. Dr. Kohei Arai","2022","http://link.springer.com/book/10.1007/978-3-031-10467-1","Book"
"Blockchain-Based Decentralized Business Models in the Sharing Economy: A Technology Adoption Perspective","Business Transformation through Blockchain","","","","10.1007/978-3-319-98911-2_3","Andranik TumasjanTheodor Beutel","2019","http://link.springer.com/chapter/10.1007/978-3-319-98911-2_3","Chapter"
"Projects and Application Areas of Blockchain Technology","Blockchain","","","","10.1007/978-3-030-61559-8_6","Tatiana GayvoronskayaChristoph Meinel","2021","http://link.springer.com/chapter/10.1007/978-3-030-61559-8_6","Chapter"
"Provision of Cybersecurity in Ukraine: Issues of Legal Responsibility","Integrated Computer Technologies in Mechanical Engineering","","","","10.1007/978-3-030-37618-5_22","T. G. KatkovaA. M. StiebielievS. E. ChmykhunM. Zh. Mkrtchan","2020","http://link.springer.com/chapter/10.1007/978-3-030-37618-5_22","Chapter"
"The African Union and the Conflict in Sudan’s Darfur Region","Contemporary Issues in African Society","","","","10.1007/978-3-319-49772-3_6","Kelechi A. Kalu","2018","http://link.springer.com/chapter/10.1007/978-3-319-49772-3_6","Chapter"
"Introducing Blockchain for Smart City Technologies and Applications","Blockchain Technology for Smart Cities","","","","10.1007/978-981-15-2205-5_1","Rayan M. NouhDhananjay Singh","2020","http://link.springer.com/chapter/10.1007/978-981-15-2205-5_1","Chapter"
"Treatment and Recycling of Wastewater from Pharmaceutical Industry","Advances in Biological Treatment of Industrial Waste Water and their Recycling for a Sustainable Future","","","","10.1007/978-981-13-1468-1_9","Rasna GuptaBindu SatiAnkit Gupta","2019","http://link.springer.com/chapter/10.1007/978-981-13-1468-1_9","Chapter"
"Science Education in Nepal: Problems and Prospects","Science Education in Countries Along the Belt & Road","","","","10.1007/978-981-16-6955-2_18","Mohan PaudelRajani Rajbhandary","2022","http://link.springer.com/chapter/10.1007/978-981-16-6955-2_18","Chapter"
"Blockchain Utility by Pioneers in Fashion and Apparel Industry","Blockchain Technologies in the Textile and Fashion Industry","","","","10.1007/978-981-19-6569-2_4","K. DiveaR. Surjit","2022","http://link.springer.com/chapter/10.1007/978-981-19-6569-2_4","Chapter"
"Urban water service quality assessment in Tanzanian towns of Songea and Mbeya","Sustainable Water Resources Management","","3","4","10.1007/s40899-017-0120-9","Mitthan Lal KansalIvor Joseph NdimboSurendra Kumar Chandaniha","2017","http://link.springer.com/article/10.1007/s40899-017-0120-9","Article"
"The New Social Economy in Poland: The Crisis-Led Innovation","The New Social and Impact Economy","","","","10.1007/978-3-030-68295-8_6","Anna Domaradzka","2021","http://link.springer.com/chapter/10.1007/978-3-030-68295-8_6","Chapter"
"Social Media as an Effective Tool for Social Innovation in Indian Cooperatives","Cooperatives and Social Innovation","","","","10.1007/978-981-15-8880-8_8","Sanjay Kumar Verma","2020","http://link.springer.com/chapter/10.1007/978-981-15-8880-8_8","Chapter"
"Historical and Geographical Viewpoints for the Analysis of Rural Community Management","Farm and Rural Community Management in Less Favored Areas","","","","10.1007/978-981-15-7352-1_1","Nobuyoshi Yasunaga","2020","http://link.springer.com/chapter/10.1007/978-981-15-7352-1_1","Chapter"
"The Integration of Digital Business Models: The Amazon Case Study","Digital Business Models for Industry 4.0","","","","10.1007/978-3-030-97284-4_4","Carlo BagnoliAndrea AlbarelliStefano BiazzoGianluca BiottoGiuseppe Roberto MarsegliaMaurizio MassaroMatilde MessinaAntonella MuraroLuca Troiano","2022","http://link.springer.com/chapter/10.1007/978-3-030-97284-4_4","Chapter"
"Development and Investment Scenario in Tourism Education in Bangladesh","Tourism in Bangladesh: Investment and Development Perspectives","","","","10.1007/978-981-16-1858-1_19","Yeasmin IslamNazia Akthar","2021","http://link.springer.com/chapter/10.1007/978-981-16-1858-1_19","Chapter"
